"""call_number""","""unit_id""","""incident_number""","""call_type""","""call_date""","""watch_date""","""received_dttm""","""entry_dttm""","""dispatch_dttm""","""response_dttm""","""on_scene_dttm""","""transport_dttm""","""hospital_dttm""","""call_final_disposition""","""available_dttm""","""address""","""city""","""zipcode_of_incident""","""battalion""","""station_area""","""box""","""original_priority""","""priority""","""final_priority""","""als_unit""","""call_type_group""","""number_of_alarms""","""unit_type""","""unit_sequence_in_call_dispatch""","""fire_prevention_district""","""supervisor_district""","""neighborhoods_analysis_boundaries""","""rowid""","""case_location""","""data_as_of""","""data_loaded_at""",""":@computed_region_ajp5_b2md""" 
"""063270160""","""T16""","""06092274""","""Alarms""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T12:05:27.000""","""2006-11-23T12:07:01.000""","""2006-11-23T12:07:09.000""","""2006-11-23T12:09:03.000""","""2006-11-23T12:11:10.000""",,,"""Other""","""2006-11-23T12:15:00.000""","""FRANKLIN ST/LOMBARD ST""","""SF""","""94123""","""B04""","""16""","""3235""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""4""","""2""","""Marina""","""063270160-T16""","""POINT (-122.42618 37.801094)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""13"""
"""063270056""","""T06""","""06092202""","""Structure Fire / Smoke in Building""","""2006-11-23T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-23T05:13:27.000""","""2006-11-23T05:17:29.000""","""2006-11-23T05:17:45.000""","""2006-11-23T05:21:56.000""","""2006-11-23T05:22:53.000""",,,"""Other""","""2006-11-23T05:30:57.000""","""MARKET ST/16TH ST/NOE ST""","""SF""","""94114""","""B05""","""06""","""5231""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""5""","""8""","""Castro/Upper Market""","""063270056-T06""","""POINT (-122.433075 37.764194)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063210117""","""E10""","""06090575""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T10:22:55.000""","""2006-11-17T10:25:55.000""","""2006-11-17T10:26:14.000""","""2006-11-17T10:26:45.000""",,,,"""Other""","""2006-11-17T10:30:17.000""","""FELL ST/MASONIC AVE""","""SF""","""94117""","""B05""","""21""","""4514""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""3""","""5""","""5""","""Lone Mountain/USF""","""063210117-E10""","""POINT (-122.4459 37.772995)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""12"""
"""063280167""","""E43""","""06092562""","""Vehicle Fire""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T13:36:15.000""","""2006-11-24T13:38:35.000""","""2006-11-24T13:39:00.000""","""2006-11-24T13:39:54.000""","""2006-11-24T13:43:21.000""",,,"""Other""","""2006-11-24T13:53:06.000""","""MISSION ST/HARRINGTON ST""","""SF""","""94112""","""B09""","""43""","""6116""","""2""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""9""","""11""","""Outer Mission""","""063280167-E43""","""POINT (-122.434425 37.725174)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""7"""
"""063290250""","""T18""","""06092873""","""Alarms""","""2006-11-25T00:00:00.000""","""2006-11-25T00:00:00.000""","""2006-11-25T17:08:17.000""","""2006-11-25T17:08:42.000""","""2006-11-25T17:08:52.000""",,"""2006-11-25T17:10:08.000""",,,"""Other""","""2006-11-25T17:18:35.000""","""47TH AVE/IRVING ST""","""SF""","""94122""","""B08""","""23""","""7721""","""3""","""3""","""3""","""true""",,"""1""","""TRUCK""","""1""","""8""","""4""","""Sunset/Parkside""","""063290250-T18""","""POINT (-122.50713 37.762238)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063280048""","""E43""","""06092478""","""Structure Fire / Smoke in Building""","""2006-11-24T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-24T04:54:06.000""","""2006-11-24T04:54:06.000""","""2006-11-24T04:54:13.000""","""2006-11-24T04:56:04.000""","""2006-11-24T04:59:25.000""",,,"""Other""","""2006-11-24T04:59:54.000""","""BLYTHDALE AVE/BROOKDALE AVE""","""SF""","""94134""","""B09""","""43""","""6243""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""9""","""10""","""Visitacion Valley""","""063280048-E43""","""POINT (-122.42224 37.711315)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""40"""
"""063220151""","""E48""","""06090870""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T10:06:37.000""","""2006-11-18T10:15:21.000""","""2006-11-18T10:15:57.000""",,,,,"""Other""",,"""AVENUE D/09TH TI ST""","""TI""","""94130""","""B03""","""48""","""2931""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""None""","""6""","""Treasure Island""","""063220151-E48""","""POINT (-122.37266 37.82412)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""37"""
"""063280116""","""M07""","""06092523""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T10:54:35.000""","""2006-11-24T10:55:03.000""","""2006-11-24T10:56:00.000""","""2006-11-24T10:57:39.000""","""2006-11-24T11:01:40.000""",,,"""Other""","""2006-11-24T11:46:06.000""","""28TH ST/SANCHEZ ST""","""SF""","""94131""","""B06""","""11""","""5564""","""2""","""3""","""3""","""true""",,"""1""","""MEDIC""","""3""","""6""","""8""","""Noe Valley""","""063280116-M07""","""POINT (-122.42904 37.745167)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""22"""
"""063140390""","""M17""","""06088827""","""Traffic Collision""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T22:14:59.000""","""2006-11-10T22:17:24.000""","""2006-11-10T22:18:01.000""","""2006-11-10T22:18:45.000""","""2006-11-10T22:33:07.000""","""2006-11-10T22:46:30.000""","""2006-11-10T22:56:53.000""","""Code 2 Transport""","""2006-11-10T23:28:55.000""","""SILVER AVE/SAN BRUNO AVE""","""SF""","""94134""","""B10""","""42""","""6337""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""4""","""10""","""9""","""Portola""","""063140390-M17""","""POINT (-122.40561 37.732437)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""25"""
"""063130134""","""K1244""","""06088333""","""Medical Incident""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T10:40:18.000""","""2006-11-09T10:41:25.000""","""2006-11-09T10:43:32.000""","""2006-11-09T10:47:52.000""","""2006-11-09T10:50:47.000""","""2006-11-09T11:07:08.000""","""2006-11-09T11:42:35.000""","""Code 2 Transport""","""2006-11-09T11:42:37.000""","""BATTERY ST/HALLECK ST""","""SF""","""94111""","""B01""","""13""","""1141""","""3""","""3""","""3""","""false""",,"""1""","""PRIVATE""","""2""","""1""","""3""","""Financial District/South Beach""","""063130134-K1244""","""POINT (-122.400055 37.793694)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063210042""","""E03""","""06090535""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-17T05:55:34.000""","""2006-11-17T05:58:01.000""","""2006-11-17T05:58:13.000""",,,,,"""Other""","""2006-11-17T05:59:59.000""","""BOARDMAN PL/BRYANT ST""","""SF""","""94103""","""B02""","""08""","""2255""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""3""","""6""","""South of Market""","""063210042-E03""","""POINT (-122.40363 37.77516)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063210063""","""91""","""06090547""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-17T07:17:02.000""","""2006-11-17T07:18:32.000""","""2006-11-17T07:19:02.000""","""2006-11-17T07:19:50.000""","""2006-11-17T07:25:50.000""","""2006-11-17T07:59:14.000""","""2006-11-17T08:07:22.000""","""Code 2 Transport""","""2006-11-17T08:24:05.000""","""VAN NESS AVE/POST ST""","""SF""","""94109""","""B04""","""03""","""3161""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""4""","""5""","""Western Addition""","""063210063-91""","""POINT (-122.42157 37.786617)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063240265""","""E08""","""06091523""","""Citizen Assist / Service Call""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T15:48:17.000""","""2006-11-20T15:49:02.000""","""2006-11-20T15:49:30.000""","""2006-11-20T15:50:29.000""","""2006-11-20T15:53:16.000""",,,"""Other""","""2006-11-20T16:07:37.000""","""05TH ST/CLEMENTINA ST""","""SF""","""94103""","""B03""","""01""","""2244""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""3""","""6""","""South of Market""","""063240265-E08""","""POINT (-122.40392 37.7807)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063270277""","""E38""","""06092367""","""Structure Fire / Smoke in Building""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T17:47:28.000""","""2006-11-23T17:47:29.000""","""2006-11-23T17:47:39.000""","""2006-11-23T17:48:26.000""",,,,"""Other""","""2006-11-23T17:48:40.000""","""EDDY ST/LAGUNA ST""","""SF""","""94115""","""B02""","""05""","""3366""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""3""","""2""","""5""","""Western Addition""","""063270277-E38""","""POINT (-122.4274 37.78206)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063120312""","""M39""","""06088148""","""Medical Incident""","""2006-11-08T00:00:00.000""","""2006-11-08T00:00:00.000""","""2006-11-08T15:07:17.000""","""2006-11-08T15:10:00.000""","""2006-11-08T15:10:37.000""","""2006-11-08T15:11:25.000""",,,,"""Other""",,"""LONDON ST/EXCELSIOR AVE""","""SF""","""94112""","""B09""","""43""","""0611""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""2""","""9""","""11""","""Excelsior""","""063120312-M39""","""POINT (-122.43285 37.725872)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""7"""
"""063240070""","""E05""","""06091395""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-20T07:32:13.000""","""2006-11-20T07:33:47.000""","""2006-11-20T07:34:19.000""","""2006-11-20T07:35:43.000""",,,,"""Against Medical Advice""","""2006-11-20T07:40:20.000""","""FILLMORE ST/ELLIS ST""","""SF""","""94115""","""B05""","""05""","""3536""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""5""","""5""","""Western Addition""","""063240070-E05""","""POINT (-122.43252 37.78235)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063270375""","""M12""","""06092430""","""Medical Incident""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T23:13:23.000""","""2006-11-23T23:16:07.000""","""2006-11-23T23:16:16.000""","""2006-11-23T23:18:24.000""","""2006-11-23T23:22:23.000""","""2006-11-23T23:33:10.000""","""2006-11-23T23:45:21.000""","""Code 2 Transport""","""2006-11-24T00:02:23.000""","""18TH AVE/LAWTON ST""","""SF""","""94122""","""B08""","""22""","""7372""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""3""","""8""","""7""","""Inner Sunset""","""063270375-M12""","""POINT (-122.47566 37.758015)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""14"""
"""063170359""","""RS1""","""06089648""","""Traffic Collision""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T21:41:31.000""","""2006-11-13T21:41:33.000""","""2006-11-13T21:42:05.000""","""2006-11-13T21:43:57.000""","""2006-11-13T21:44:45.000""",,,"""Other""","""2006-11-13T21:48:20.000""","""03RD ST/KEARNY ST/MARKET ST""","""SF""","""94103""","""B01""","""01""","""1241""","""3""","""3""","""3""","""false""",,"""1""","""RESCUE SQUAD""","""2""","""3""","""6""","""Financial District/South Beach""","""063170359-RS1""","""POINT (-122.40343 37.787643)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063270044""","""E10""","""06092191""","""Medical Incident""","""2006-11-23T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-23T03:55:43.000""","""2006-11-23T03:57:15.000""","""2006-11-23T03:57:26.000""","""2006-11-23T03:58:40.000""","""2006-11-23T04:01:53.000""",,,"""Other""","""2006-11-23T04:31:30.000""","""BUSH ST/BAKER ST""","""SF""","""94115""","""B04""","""10""","""4234""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""5""","""2""","""Presidio Heights""","""063270044-E10""","""POINT (-122.44337 37.78576)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""30"""
"""063220296""","""E13""","""06090981""","""Structure Fire / Smoke in Building""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T17:37:06.000""","""2006-11-18T17:37:39.000""","""2006-11-18T17:37:57.000""","""2006-11-18T17:40:57.000""",,,,"""Other""","""2006-11-18T17:41:56.000""","""GREEN ST/SONOMA ST""","""SF""","""94133""","""B01""","""02""","""1251""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""4""","""1""","""3""","""North Beach""","""063220296-E13""","""POINT (-122.40622 37.79985)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""23"""
"""063270126""","""M07""","""06092253""","""Medical Incident""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T10:12:34.000""","""2006-11-23T10:13:01.000""","""2006-11-23T10:13:48.000""","""2006-11-23T10:14:28.000""","""2006-11-23T10:15:38.000""",,,"""No Merit""","""2006-11-23T10:16:55.000""","""21ST ST/SHOTWELL ST""","""SF""","""94110""","""B06""","""07""","""5455""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""6""","""9""","""Mission""","""063270126-M07""","""POINT (-122.41563 37.757233)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063120346""","""M43""","""06088176""","""Medical Incident""","""2006-11-08T00:00:00.000""","""2006-11-08T00:00:00.000""","""2006-11-08T17:19:15.000""","""2006-11-08T17:21:19.000""","""2006-11-08T17:21:32.000""","""2006-11-08T17:22:21.000""","""2006-11-08T17:25:48.000""","""2006-11-08T17:35:28.000""","""2006-11-08T17:47:17.000""","""Code 3 Transport""","""2006-11-08T18:24:04.000""","""BALTIMORE WAY/POPE ST""","""SF""","""94112""","""B09""","""43""","""6228""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""9""","""11""","""Excelsior""","""063120346-M43""","""POINT (-122.43963 37.70954)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""7"""
"""063130211""","""M15""","""06088388""","""Medical Incident""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T13:36:04.000""","""2006-11-09T13:37:37.000""","""2006-11-09T13:37:46.000""","""2006-11-09T13:40:33.000""","""2006-11-09T13:49:39.000""",,,"""Patient Declined Transport""","""2006-11-09T14:16:28.000""","""CRESTLAKE DR/PARAISO PL""","""SF""","""94132""","""B08""","""19""","""7464""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""8""","""4""","""Sunset/Parkside""","""063130211-M15""","""POINT (-122.48241 37.735413)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063210361""","""T14""","""06090758""","""Vehicle Fire""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T23:22:56.000""","""2006-11-17T23:24:29.000""","""2006-11-17T23:25:31.000""","""2006-11-17T23:27:34.000""","""2006-11-17T23:28:47.000""",,,"""Other""","""2006-11-17T23:30:18.000""","""25TH AVE/CROSSOVER DR/FULTON ST""","""SF""","""94121""","""B07""","""14""","""7211""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""7""","""1""","""Outer Richmond""","""063210361-T14""","""POINT (-122.48419 37.772568)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""12"""
"""063160137""","""E41""","""06089221""","""Medical Incident""","""2006-11-12T00:00:00.000""","""2006-11-12T00:00:00.000""","""2006-11-12T10:35:14.000""","""2006-11-12T10:37:18.000""","""2006-11-12T10:37:30.000""","""2006-11-12T10:41:00.000""","""2006-11-12T10:45:04.000""",,,"""Other""","""2006-11-12T10:55:01.000""","""LARKIN ST/CALIFORNIA ST""","""SF""","""94109""","""B04""","""41""","""1635""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""4""","""3""","""Nob Hill""","""063160137-E41""","""POINT (-122.41904 37.790787)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""21"""
"""063130264""","""T08""","""06088430""","""Alarms""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T15:32:27.000""","""2006-11-09T15:33:33.000""","""2006-11-09T15:34:10.000""","""2006-11-09T15:35:56.000""","""2006-11-09T15:39:48.000""",,,"""Other""","""2006-11-09T15:42:12.000""","""TEHAMA ST/GALLAGHER LN""","""SF""","""94103""","""B03""","""01""","""2214""","""3""","""3""","""3""","""true""",,"""1""","""TRUCK""","""2""","""3""","""6""","""South of Market""","""063130264-T08""","""POINT (-122.40333 37.78193)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063130408""","""M13""","""06088527""","""Structure Fire / Smoke in Building""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T21:44:28.000""","""2006-11-09T21:45:16.000""","""2006-11-09T21:45:50.000""","""2006-11-09T21:47:24.000""","""2006-11-09T21:50:45.000""",,,"""Other""","""2006-11-09T21:51:13.000""","""06TH ST/MINNA ST""","""SF""","""94103""","""B03""","""01""","""2251""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""6""","""3""","""6""","""South of Market""","""063130408-M13""","""POINT (-122.40816 37.780537)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063210369""","""84""","""06090764""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T23:53:44.000""","""2006-11-17T23:54:30.000""","""2006-11-17T23:54:51.000""","""2006-11-17T23:55:19.000""","""2006-11-17T23:59:24.000""","""2006-11-18T00:15:21.000""","""2006-11-18T00:22:59.000""","""Code 2 Transport""","""2006-11-18T00:42:43.000""","""MCALLISTER ST/MARKET ST""","""SF""","""94102""","""B03""","""01""","""1454""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""3""","""6""","""Tenderloin""","""063210369-84""","""POINT (-122.4117 37.781178)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063250018""","""E11""","""06091644""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-21T01:58:38.000""","""2006-11-21T02:02:24.000""","""2006-11-21T02:02:48.000""","""2006-11-21T02:04:10.000""","""2006-11-21T02:08:39.000""",,,"""Other""","""2006-11-21T02:35:07.000""","""PANORAMA DR/MIDCREST WAY""","""SF""","""94131""","""B08""","""20""","""5355""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""8""","""7""","""Twin Peaks""","""063250018-E11""","""POINT (-122.44983 37.746845)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""38"""
"""063220316""","""M14""","""06090999""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T18:40:54.000""","""2006-11-18T18:41:38.000""","""2006-11-18T18:42:44.000""","""2006-11-18T18:57:40.000""","""2006-11-18T19:07:37.000""","""2006-11-18T19:22:23.000""","""2006-11-18T19:48:11.000""","""Code 2 Transport""","""2006-11-18T20:03:09.000""","""LAKEVIEW AVE/PLYMOUTH AVE""","""SF""","""94112""","""B09""","""33""","""8465""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""2""","""9""","""11""","""Oceanview/Merced/Ingleside""","""063220316-M14""","""POINT (-122.45611 37.718235)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""24"""
"""063130167""","""T10""","""06088359""","""Structure Fire / Smoke in Building""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T11:48:32.000""","""2006-11-09T11:50:23.000""","""2006-11-09T11:51:22.000""","""2006-11-09T11:52:12.000""","""2006-11-09T11:56:10.000""",,,"""Other""","""2006-11-09T12:08:49.000""","""GOLDBERG LN/SACRAMENTO ST""","""SF""","""94115""","""B04""","""38""","""3544""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""4""","""2""","""Pacific Heights""","""063130167-T10""","""POINT (-122.43359 37.78989)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""30"""
"""063230214""","""E03""","""06091239""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T15:12:15.000""","""2006-11-19T15:14:16.000""","""2006-11-19T15:15:06.000""","""2006-11-19T15:16:07.000""","""2006-11-19T15:18:10.000""",,,"""Other""","""2006-11-19T15:18:38.000""","""LEAVENWORTH ST/TURK ST""","""SF""","""94102""","""B02""","""01""","""1546""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""2""","""6""","""Tenderloin""","""063230214-E03""","""POINT (-122.414055 37.782795)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063250294""","""E32""","""06091839""","""Structure Fire / Smoke in Building""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T17:40:47.000""","""2006-11-21T17:40:47.000""","""2006-11-21T17:40:53.000""","""2006-11-21T17:42:20.000""","""2006-11-21T17:43:57.000""",,,"""Fire""","""2006-11-21T17:44:14.000""","""SAN JOSE AVE/DOLORES ST""","""SF""","""94110""","""B06""","""32""","""8112""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Bernal Heights""","""063250294-E32""","""POINT (-122.42413 37.740337)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""2"""
"""063140104""","""E13""","""06088621""","""Medical Incident""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T09:30:16.000""","""2006-11-10T09:34:41.000""","""2006-11-10T09:35:42.000""","""2006-11-10T09:36:35.000""","""2006-11-10T09:37:50.000""",,,"""Other""","""2006-11-10T09:44:47.000""","""BROADWAY/DIRK DIRKSEN PL""","""SF""","""94133""","""B01""","""13""","""1231""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""1""","""3""","""North Beach""","""063140104-E13""","""POINT (-122.40468 37.79812)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""23"""
"""063290048""","""E18""","""06092739""","""Traffic Collision""","""2006-11-25T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-25T03:23:54.000""","""2006-11-25T03:24:19.000""","""2006-11-25T03:24:59.000""","""2006-11-25T03:27:07.000""","""2006-11-25T03:28:09.000""",,,"""Other""","""2006-11-25T03:29:33.000""","""32ND AVE/NORIEGA ST""","""SF""","""94122""","""B08""","""18""","""7543""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""8""","""4""","""Sunset/Parkside""","""063290048-E18""","""POINT (-122.4904 37.753628)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063240117""","""M39""","""06091421""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T09:43:28.000""","""2006-11-20T09:45:50.000""","""2006-11-20T09:45:56.000""","""2006-11-20T09:46:15.000""","""2006-11-20T10:00:45.000""",,,"""Code 2 Transport""","""2006-11-20T10:22:21.000""","""PACHECO ST/45TH AVE""","""SF""","""94116""","""B08""","""23""","""7663""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""8""","""4""","""Sunset/Parkside""","""063240117-M39""","""POINT (-122.504074 37.749283)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063220053""","""86""","""06090808""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-18T03:54:38.000""","""2006-11-18T03:55:00.000""","""2006-11-18T03:55:34.000""","""2006-11-18T03:56:31.000""","""2006-11-18T04:00:48.000""",,,"""Patient Declined Transport""","""2006-11-18T04:23:07.000""","""VALLEJO ST/TURK MURPHY LN""","""SF""","""94133""","""B01""","""02""","""1333""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""1""","""3""","""Chinatown""","""063220053-86""","""POINT (-122.40988 37.798443)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063290115""","""K917""","""06092787""","""Medical Incident""","""2006-11-25T00:00:00.000""","""2006-11-25T00:00:00.000""","""2006-11-25T09:42:15.000""","""2006-11-25T09:43:29.000""","""2006-11-25T09:44:52.000""","""2006-11-25T09:45:19.000""","""2006-11-25T09:47:10.000""","""2006-11-25T10:12:56.000""","""2006-11-25T10:23:26.000""","""Code 2 Transport""","""2006-11-25T10:23:29.000""","""NATOMA ST/06TH ST""","""SF""","""94103""","""B03""","""01""","""2252""","""3""","""3""","""3""","""false""",,"""1""","""PRIVATE""","""1""","""3""","""6""","""South of Market""","""063290115-K917""","""POINT (-122.40769 37.780163)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063250306""","""88""","""06091846""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T18:17:22.000""","""2006-11-21T18:20:42.000""","""2006-11-21T18:20:59.000""","""2006-11-21T18:21:34.000""","""2006-11-21T18:24:19.000""","""2006-11-21T18:44:28.000""","""2006-11-21T18:50:12.000""","""Code 2 Transport""","""2006-11-21T19:21:22.000""","""GEARY ST/JONES ST""","""SF""","""94102""","""B01""","""03""","""1462""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""1""","""6""","""Tenderloin""","""063250306-88""","""POINT (-122.41316 37.786728)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063160019""","""E10""","""06089147""","""Medical Incident""","""2006-11-12T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-12T01:37:47.000""","""2006-11-12T01:41:11.000""","""2006-11-12T01:41:29.000""","""2006-11-12T01:43:17.000""",,,,"""Other""","""2006-11-12T01:43:45.000""","""ELLIS ST/PIERCE ST""","""SF""","""94115""","""B05""","""05""","""3644""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""4""","""5""","""5""","""Western Addition""","""063160019-E10""","""POINT (-122.435814 37.78194)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
